timestamp,x,y,z
t_314,9.353656101348776,9.769249783515503,27.552332573085017
t_315,9.395215469565448,9.713430557271733,27.731385732901217
t_316,9.427036978336076,9.641533140874941,27.904479843699477
t_317,9.448486594589962,9.554122529922406,28.06927127566963
t_318,9.459050188123207,9.452036217427635,28.223477361455526
t_319,9.45834879105365,9.336377019474186,28.36492414808944
t_320,9.446151613895704,9.208497450530365,28.491593273756703
t_321,9.42238619755917,9.069975830062289,28.60166608366201
t_322,9.387145160809482,8.922584769739302,28.693563138831433
t_323,9.340689121702464,8.768253143417937,28.765977439560967
t_324,9.283445523874011,8.60902304061199,28.817899975369915
t_325,9.21600327554781,8.447003511552627,28.84863660680636
t_326,9.13910329914829,8.284323098956328,28.857815750935185
t_327,9.053625279129093,8.123083200372434,28.845386843225736
t_328,8.960571071253428,7.965314211423993,28.81161004147999
t_329,8.861045385270485,7.812936174721509,28.757038081337154
t_330,8.756234464215588,7.667725325003228,28.682491552865784
t_331,8.647383550294352,7.531287511185802,28.589029118985348
t_332,8.535773946383497,7.405039028932361,28.477914326513392
t_333,8.422700454638383,7.290194952074473,28.350580669957505
t_334,8.309449904381992,7.187764642871343,28.208596468797705
t_335,8.197281378230928,7.0985537773655745,28.053630931874043
t_336,8.087408618144392,7.023171961200436,27.887422533939766
t_337,7.9809849524499965,6.962044841280676,27.71175054749193
t_338,7.8790909413330645,6.915429538298057,27.52841028405758
t_339,7.7827248010295635,6.883432225504154,27.339192325455688
t_340,7.692795543477023,6.866026746022979,27.145865783753244
t_341,7.610118663731618,6.863073277485492,26.95016542905182
t_342,7.535414125107005,6.874336201332672,26.753782371339273
t_343,7.4693063327295715,6.899500498539019,26.558357875892792
t_344,7.412325749310516,6.938186160024865,26.3654798268664
t_345,7.364911790381951,6.989960258095473,26.176681324091252
t_346,7.327416637153304,7.054346467652758,25.993440895973638
t_347,7.30010962020325,7.130831948598972,25.81718382879423
t_348,7.283181853042822,7.2188716024185275,25.649284142439917
t_349,7.2767508279803925,7.317889797148758,25.49106677851666
t_350,7.280864724897229,7.4272797181450345,25.34380960416093
t_351,7.2955062242220095,7.546400550520339,25.208744870401176
t_352,7.320595656851842,7.674572736728933,25.08705979572508
t_353,7.355993364839551,7.8110715834424855,24.979895972952658
t_354,7.401501186699845,7.955119519448915,24.888347321074818
t_355,7.456863019974752,8.105877334211051,24.813456324814894
t_356,7.521764451398382,8.262434757799163,24.756208325532462
t_357,7.59583148203846,8.42380077926869,24.71752365061705
t_358,7.678628411761483,8.588894143412901,24.698247398176488
t_359,7.769654984926625,8.756534515348466,24.69913673351067
t_360,7.868342937968809,8.925434857525381,24.72084560776231
t_361,7.974052129924466,9.094195621996857,24.763906881517087
t_362,8.086066479131706,9.261301418017615,24.828711931038637
t_363,8.203589973020296,9.425120865338426,24.91548793570461
t_364,8.325743062252108,9.58391037910818,25.02427319433977
t_365,8.451559793937715,9.735822643390932,25.15489099597177
t_366,8.579986078883037,9.878920505635175,25.306922774883766
t_367,8.70987952155825,10.011196951587365,25.479681505014284
t_368,8.840011264561161,10.130601686544297,25.672186524696407
t_369,8.969070306759475,10.235074643113665,25.883141214296174
t_370,9.095670740394894,10.322586449467119,26.110915155938454
t_371,9.218362311302116,10.391185522394988,26.353532560449576
t_372,9.335644632411404,10.439051001086415,26.608668822064864
t_373,9.445985269278905,10.46455022550752,26.873657024600746
t_374,9.547841764901767,10.466298914790215,27.145506043409124
t_375,9.639687479890611,10.443221656508259,27.420931541277348
t_376,9.720040897552376,10.394609829658659,27.69640063069627
t_377,9.787497790763005,10.320173714223106,27.968190273794857
t_378,9.840765383109016,10.22008535333045,28.23245864077615
t_379,9.87869738013116,10.0950087903456,28.48532769859686
t_380,9.900328521152604,9.946114647795806,28.72297432886349
t_381,9.904907133816923,9.775076667636764,28.94172637198273
t_382,9.891924087198907,9.584048778360843,29.138159268252018
t_383,9.8611365563151,9.375622439770327,29.309188517400866
t_384,9.812585144660623,9.152765347892126,29.452153088727115
t_385,9.746603164983775,8.918743936151039,29.5648852325473
t_386,9.663817242100501,8.677033343185709,29.6457628717704
t_387,9.565138852209023,8.431219493587616,29.693741839511446
t_388,9.451746916346881,8.18489853990451,29.70836657528731
t_389,9.325062078702643,7.941579069405846,29.68975936196453
t_390,9.186713777772963,7.704592169227905,29.638589623896827
t_391,9.038501616918458,7.477013708795938,29.55602606425792
t_392,8.882352826106207,7.2616021307303535,29.44367537417778
t_393,8.72027775656862,7.060753769024971,29.303511819612556
t_394,8.554325357814255,6.876476380074805,29.137802178122588
t_395,8.38654046004031,6.710380316029153,28.949030282744165
t_396,8.218924445639194,6.563685704228487,28.739824902097354
t_397,8.053400571498123,6.437243197452796,28.512893940254518
t_398,7.891784834093591,6.331565361962632,28.270967082300118
t_399,7.7357628868804955,6.246865569236659,28.016748141768204
t_400,7.586873155116112,6.183101317009146,27.752877566286045
t_401,7.446495971305415,6.140019169422768,27.481904885158883
t_402,7.315848291117151,6.117198909582714,27.20627036830976
t_403,7.195983352963707,6.114094976182988,26.928294817045778
t_404,7.087794515285635,6.130073752979394,26.650176211928407
t_405,6.992022439055011,6.164445751866559,26.373991877523622
t_406,6.909264770336166,6.216492147132299,26.10170485767021
t_407,6.8399875080157795,6.285485463166971,25.83517329667153
t_408,6.7845373035308985,6.370704484613158,25.576161762592392
t_409,6.743154021639125,6.471443649161192,25.32635360451289
t_410,6.7159829843913315,6.587017307111279,25.087363587745735
t_411,6.703086416663326,6.716759299884349,24.860750186930353
t_412,6.704453704985428,6.860018334690506,24.64802702888273
t_413,6.720010167955936,7.016149627395783,24.45067306151536
t_414,6.7496241138999205,7.184503262281992,24.270141081568283
t_415,6.793112028738127,7.364409686632086,24.10786428404804
t_416,6.850241794527523,7.5551627292609105,23.965260503408253
t_417,6.920733888000862,7.756000513264139,23.843733804908428
t_418,7.00426055052719,7.966084631170724,23.744673059319197
t_419,7.100442958591544,8.184477971061078,23.66944710098005
t_420,7.208846459838497,8.410121629737011,23.6193960347476
t_421,7.328973976828348,8.641811427308284,23.595818229194403
t_422,7.460257721876342,8.878174648909761,23.599952520383223
t_423,7.602049414579684,9.117647784285,23.63295516297996
t_424,7.753609251550216,9.358456212909264,23.69587111530917
t_425,7.914093947686121,9.598596986182205,23.789599345627334
t_426,8.08254425153573,9.835826079681427,23.914852012890165
t_427,8.257872434350299,10.067651712683485,24.072107621274103
t_428,8.438850362183617,10.291335537550403,24.261558586941547
t_429,8.624098879720295,10.503903658900803,24.483054097573877
t_430,8.812079357638346,10.702169514483295,24.736039692746072
t_431,9.00108837332284,10.882770591815495,25.019495638211424
t_432,9.189256595172106,11.042220717472672,25.33187688629442
t_433,9.374553007402163,11.176979189491446,25.671058164860387
t_434,9.554795625611092,11.283537284443259,26.03428845254263
t_435,9.727669791494309,11.358521632547415,26.418159687343007
t_436,9.89075497559962,11.398812618465954,26.81859490662352
t_437,10.041560739886254,11.401674375336416,27.230861002000424
t_438,10.17757210343127,11.364891191241332,27.649610766377197
t_439,10.296304012212277,11.28690339622354,28.068957808072234
t_440,10.395363950613403,11.16693425670203,28.482586153763528
t_441,10.472520981222265,11.005098327076023,28.8838939811064
t_442,10.525778715807641,10.802481361182135,29.266168039584073
t_443,10.553448980345092,10.561182501553414,29.622782175756228
t_444,10.554222332465924,10.284311187557313,29.947410324758636
t_445,10.527231217975062,9.975934060281316,30.23424178419587
t_446,10.472101502205687,9.640970921087593,30.478184981295854
t_447,10.388988444093878,9.285043165222998,30.67504564244906
t_448,10.27859391620679,8.914282550902499,30.82166648678123
t_449,10.14216277967636,8.535112085547533,30.91601828441761
t_450,9.981457710263477,8.154013643601298,30.957236091310534
t_451,9.798713303597259,7.777298237318475,30.945599219067432
t_452,9.59657179696938,7.410894432395873,30.88245839693286
t_453,9.37800406051203,7.06016829849248,30.77011797801713
t_454,9.146220484310074,6.7297848390481345,30.611684368314947
t_455,8.90457691978388,6.423616579977307,30.410893744658896
t_456,8.656480885803223,6.144700526230125,30.17193245753073
t_457,8.405302849845913,5.895240602929119,29.89926241853954
t_458,8.154296625154235,5.676649438708272,29.597461580448424
t_459,7.906531906509638,5.489621188578548,29.27108677190556
t_460,7.6648408347165295,5.334226095512626,28.924563108809554
t_461,7.431779360796139,5.210017543850741,28.56210136589292
t_462,7.2096031791016,5.11614323511505,28.18764233798687
t_463,7.000257184702945,5.051453534799058,27.8048255009668
t_464,6.805376819712556,5.014601716342347,27.416978226609388
t_465,6.626299309375535,5.0041325277991255,27.02712135003801
t_466,6.464082631217894,5.018557053784628,26.637986913166785
t_467,6.319530073474567,5.056413134627682,26.25204427033379
t_468,6.1932183795898785,5.116311591288683,25.871531305140138
t_469,6.085527700759759,5.196969189789674,25.498488153498513
t_470,5.99667184966275,5.297229694248412,25.13479146904982
t_471,5.926727634121316,5.416074550715553,24.78218784509546
t_472,5.875662325780739,5.55262476740724,24.44232548964145
t_473,5.84335856994339,5.706135460612209,24.11678362480153
t_474,5.829636259010272,5.875984362855692,23.807099350257086
t_475,5.834271069394814,6.061655375808825,23.51479188257437
t_476,5.857009500036215,6.2627180216478475,23.24138417162295
t_477,5.897580352197378,6.47880342256964,22.988421916534733
